Station number;Catchment area;Station level;Mean GDF;Maximum GDF;Base flow index;QMED;Maximum altitude;Woodland;Arable/horticultural;Grassland;Mountain/heath/bog;Urban extent;ASPBAR (°);BFIHOST (%);DPSBAR (m/km);LDP (km);PROPWET;URBCON1990;URBCON2000;URBEXT1990;URBEXT2000;URBLOC1990;URBLOC2000
33058;215;66;1.8;39;0.56;27;250;0.051;0.56;0.3;;0.088;340;0.48;36;32;0.31;0.65;0.81;0.023;0.039;0.94;0.9
33061;3;20;0.079;0.48;0.94;;34;0.17;0.57;0.24;;0.011;310;0.83;14;2;0.26;;;0;0;;
33062;3;19;0.049;0.44;0.96;;27;0.2;0.23;0.57;;;;;;;;;;;;;
33063;101;16;0.52;6.6;0.62;4.4;66;0.079;0.76;0.13;;0.033;350;0.6;17;22;0.28;0.41;0.69;0.01;0.0096;0.82;0.94
33064;16;16;0.096;0.65;0.88;;120;0.039;0.52;0.18;;0.24;360;0.94;24;9.5;0.24;0.69;0.87;0.086;0.12;1.5;1.5
33065;12;63;0.028;0.2;0.85;;170;0.096;0.68;0.15;;0.068;54;0.97;58;7.4;0.3;0.59;0.91;0.033;0.036;0.48;0.53
33066;60;40;0.19;5.2;0.45;;130;0.076;0.79;0.091;;0.031;280;0.51;36;11;0.26;0.48;0.59;0.0079;0.0076;1;0.97
33068;5;43;0.015;0.092;0.92;;78;;1;;;;;;;;;;;;;;
33070;110;26;0.33;8.7;0.5;;120;0.1;0.62;0.15;;0.12;27;0.66;29;20;0.28;0.67;0.86;0.043;0.067;0.51;0.5
34001;232;8.2;1.5;27;0.64;13;85;0.055;0.73;0.17;;0.045;67;0.53;19;40;0.31;0.62;0.8;0.021;0.019;0.88;0.86
34002;147;9.6;0.75;42;0.59;;71;0.069;0.71;0.19;;0.037;55;0.43;20;27;0.29;0.53;0.69;0.019;0.015;0.86;0.89
34003;165;12;1.1;16;0.83;5.4;100;0.11;0.75;0.12;;0.019;130;0.78;23;26;0.31;0.42;0.6;0.012;0.0067;1;0.99
34004;571;5.2;4.1;37;0.75;;96;0.09;0.74;0.14;0.0003;0.031;80;0.69;21;79;0.3;0.59;0.75;0.018;0.013;0.96;0.91
34005;73;9.4;0.35;8.8;0.64;3.1;82;0.086;0.68;0.17;;0.059;63;0.6;20;25;0.31;0.68;0.79;0.031;0.029;1.2;1.3
34006;370;17;1.8;90;0.46;23;65;0.053;0.78;0.14;;0.035;44;0.42;16;35;0.28;0.52;0.71;0.013;0.014;0.94;0.95
34007;134;21;0.68;33;0.46;13;65;0.047;0.8;0.12;;0.034;39;0.43;15;26;0.28;0.4;0.64;0.01;0.012;1.1;1
34008;49;1.9;0.3;2.6;0.85;1;64;0.087;0.68;0.13;;0.1;120;0.81;21;18;0.31;0.75;0.83;0.044;0.05;1.1;1.1
34010;149;20;0.74;53;0.46;;61;0.057;0.73;0.17;;0.039;150;0.44;15;21;0.29;0.6;0.78;0.019;0.018;0.77;0.71
34011;162;34;0.86;8.8;0.82;;93;0.07;0.77;0.13;0.0005;0.025;50;0.86;17;27;0.29;0.55;0.71;0.017;0.011;0.82;0.75
34012;80;2.6;0.31;1.3;0.96;1;83;0.038;0.84;0.12;;0.0099;25;0.96;27;17;0.3;0.51;;0.012;0.0049;0.73;
34014;398;19;2.7;31;0.75;;96;0.076;0.76;0.13;0.0004;0.028;70;0.69;19;49;0.3;0.57;0.75;0.019;0.013;0.92;0.89
34018;88;5.3;0.57;13;0.79;;97;0.086;0.78;0.12;0.0007;0.014;350;0.79;26;29;0.31;0.47;0.63;0.014;0.0063;1.1;1
34019;313;1.3;2.5;31;0.81;;100;0.12;0.71;0.14;;0.032;130;0.79;20;46;0.3;0.52;0.69;0.015;0.012;0.9;0.77
35001;311;1.7;1.3;44;0.45;;98;0.067;0.72;0.12;;0.091;94;0.48;28;42;0.28;0.67;0.82;0.03;0.045;0.56;0.58
35002;163;5.5;0.79;26;0.34;;66;0.053;0.79;0.12;0.0002;0.036;120;0.4;22;36;0.26;0.45;0.66;0.0067;0.01;0.73;0.73
35003;64;5.2;0.32;25;0.36;13;63;0.069;0.74;0.15;0.0015;0.04;130;0.36;26;22;0.26;;0.55;0.0022;0.008;;0.83
35004;55;2.4;0.33;10;0.44;6.1;61;0.07;0.76;0.12;0.0002;0.054;140;0.46;23;21;0.26;0.41;0.67;0.0083;0.017;1.1;1.1
35008;129;25;0.64;22;0.39;14;98;0.057;0.77;0.11;;0.063;67;0.4;25;18;0.28;0.62;0.8;0.02;0.028;0.47;0.49
35010;298;6.3;1.2;28;0.5;18;98;0.065;0.75;0.12;;0.065;92;0.46;28;36;0.28;0.57;0.76;0.017;0.028;0.84;0.8
35011;40;1.8;;;;7.7;91;0.073;0.72;0.14;;0.068;110;0.52;32;18;0.28;0.64;0.84;0.031;0.036;0.4;0.32
35013;93;12;0.46;25;0.32;;61;0.043;0.76;0.15;0.0005;0.05;100;0.35;27;19;0.26;0.58;0.7;0.014;0.017;0.56;0.58
35014;27;4.3;0.15;0.38;0.92;;51;0.11;0.4;0.16;0.0078;0.32;120;0.89;21;14;0.26;0.77;0.9;0.11;0.16;1.4;1.4
36001;844;5.4;3.1;41;0.5;;130;0.062;0.75;0.14;0.0001;0.039;130;0.51;33;83;0.25;0.54;0.74;0.013;0.017;1;1
36002;87;34;0.48;24;0.43;8.1;130;0.067;0.78;0.13;;0.02;140;0.4;37;23;0.26;0.47;0.63;0.01;0.0084;0.82;0.87
36003;54;16;0.22;6.8;0.62;3.9;85;0.052;0.75;0.15;;0.038;150;0.56;27;16;0.26;0.43;0.68;0.0091;0.012;1.2;1.1
36004;47;35;0.26;10;0.46;5.2;130;0.073;0.84;0.07;;0.018;180;0.44;29;21;0.28;0.44;0.7;0.0057;0.0057;0.95;0.66
36005;156;18;0.74;19;0.47;11;110;0.053;0.81;0.11;;0.023;160;0.43;30;35;0.28;0.44;0.66;0.0076;0.0092;0.79;0.83
36006;578;6.4;3;50;0.53;29;130;0.062;0.76;0.13;0;0.043;120;0.51;34;79;0.25;0.56;0.75;0.014;0.019;0.99;1
36007;59;27;0.19;13;0.42;4.6;88;0.036;0.9;0.043;;0.011;70;0.52;26;14;0.25;0.46;;0.0057;0.0036;1.1;
36008;225;33;1.3;40;0.43;17;130;0.057;0.76;0.13;;0.048;120;0.41;33;41;0.26;0.59;0.76;0.015;0.023;0.96;0.98
36009;26;59;0.13;6.3;0.32;4;110;0.043;0.85;0.083;;0.022;150;0.4;18;11;0.28;;0.5;0.0046;0.0052;;1.1
36010;28;56;0.14;14;0.24;7.5;130;0.041;0.87;0.07;;0.018;97;0.39;34;9.3;0.27;0.36;0.6;0.0056;0.0075;0.5;0.57
36011;35;55;0.24;12;0.4;6.8;120;0.059;0.62;0.14;;0.17;100;0.38;34;14;0.26;0.71;0.84;0.055;0.1;0.59;0.61
36012;76;53;0.78;24;0.5;12;120;0.08;0.71;0.17;;0.028;150;0.4;30;22;0.26;0.5;0.63;0.0088;0.01;0.55;0.57
36013;195;5.9;0.68;31;0.46;;110;0.062;0.76;0.15;0.0002;0.028;160;0.48;31;47;0.27;0.51;0.71;0.0093;0.011;0.8;0.81
36015;481;18;2.4;44;0.49;31;130;0.059;0.78;0.12;;0.043;140;0.47;33;60;0.26;0.58;0.76;0.015;0.021;0.88;0.9
37001;303;5.7;1.8;60;0.39;22;120;0.079;0.62;0.16;0.0019;0.13;120;0.33;30;66;0.29;0.73;0.84;0.05;0.069;0.42;0.4
37002;534;11;1.9;20;0.44;;120;0.076;0.63;0.16;0;0.11;96;0.4;26;58;0.29;0.69;0.84;0.035;0.049;0.81;0.85
37003;78;15;0.29;9.7;0.47;5.4;93;0.074;0.75;0.13;;0.036;150;0.46;19;29;0.31;0.43;0.75;0.0074;0.012;0.85;0.99
37004;337;6.5;1.4;18;0.45;;120;0.069;0.71;0.13;;0.078;130;0.49;26;69;0.26;0.63;0.82;0.03;0.04;0.77;0.71
37005;238;8.2;1.1;30;0.52;12;110;0.075;0.74;0.14;;0.048;120;0.54;30;46;0.25;0.54;0.76;0.014;0.022;0.83;0.79
37006;228;23;1.3;47;0.41;24;120;0.081;0.65;0.15;0.0001;0.11;81;0.32;25;31;0.28;0.66;0.84;0.034;0.051;1.1;1.2
37007;136;27;0.85;26;0.41;15;120;0.11;0.56;0.17;0.0001;0.15;62;0.24;27;29;0.28;0.68;0.85;0.046;0.071;1.1;1.1
37008;190;23;1.1;29;0.57;14;120;0.062;0.69;0.16;;0.076;130;0.49;28;45;0.31;0.63;0.78;0.023;0.032;0.55;0.59
37009;61;16;0.4;15;0.67;3.9;96;0.039;0.69;0.14;;0.13;110;0.53;24;28;0.3;0.71;0.89;0.057;0.074;0.81;0.78
37010;247;15;1.3;46;0.56;13;120;0.07;0.75;0.12;;0.057;140;0.47;26;59;0.26;0.57;0.77;0.02;0.026;0.86;0.77
37011;73;52;0.36;15;0.43;9.5;120;0.084;0.71;0.14;;0.049;130;0.45;32;18;0.31;0.44;0.66;0.0087;0.012;1;0.95
37012;65;43;0.29;14;0.28;9.6;110;0.049;0.83;0.095;;0.023;89;0.4;26;15;0.29;0.41;0.65;0.0064;0.0087;0.84;0.86
37013;75;20;0.3;17;0.35;9;110;0.087;0.58;0.2;;0.076;33;0.28;24;17;0.28;0.55;0.8;0.018;0.026;0.93;0.98
37014;95;41;0.52;17;0.34;11;110;0.058;0.78;0.12;;0.03;130;0.4;18;31;0.31;0.41;0.57;0.0086;0.0076;0.98;1.1
37015;62;42;0.38;33;0.3;;110;0.058;0.67;0.18;;0.07;84;0.33;25;17;0.31;0.58;0.72;0.02;0.023;1;0.99
37016;63;58;0.39;13;0.41;7.2;120;0.062;0.78;0.11;;0.033;110;0.4;29;19;0.3;0.47;0.62;0.012;0.009;0.99;1.2
37017;139;32;0.85;31;0.5;14;120;0.069;0.75;0.12;;0.054;130;0.49;30;40;0.31;0.57;0.77;0.022;0.025;0.64;0.55
37018;48;12;0.33;18;0.49;6.7;120;0.11;0.36;0.27;0.0021;0.25;200;0.28;43;17;0.27;0.78;0.83;0.12;0.17;0.83;0.85
37019;50;5.8;0.33;14;0.37;8.4;100;0.05;0.23;0.25;0.0024;0.44;180;0.37;28;18;0.27;0.88;0.91;0.27;0.34;0.68;0.67
37020;132;40;0.72;25;0.49;13;120;0.069;0.71;0.15;;0.055;140;0.47;30;27;0.31;0.5;0.71;0.012;0.019;0.83;0.78
37021;53;4.6;0.23;7.9;0.59;;68;0.087;0.63;0.13;;0.13;120;0.6;21;18;0.23;0.62;0.84;0.038;0.061;0.82;0.81
37022;55;0.8;0.29;33;0.34;;38;0.05;0.74;0.15;;0.047;140;0.48;17;16;0.23;0.49;0.67;0.013;0.013;0.88;0.72
37023;269;18;1.6;39;0.31;;120;0.071;0.68;0.16;0.0006;0.074;120;0.34;29;55;0.29;0.58;0.73;0.02;0.028;0.75;0.68
37024;154;25;0.73;28;0.43;;110;0.078;0.75;0.13;;0.043;100;0.51;31;30;0.27;0.56;0.76;0.014;0.021;0.67;0.65
37025;32;41;0.12;1;0.49;;100;0.095;0.74;0.13;;0.028;130;0.52;23;14;0.29;0.3;0.63;0.0054;0.009;0.97;0.85
37026;29;4.1;0.085;2.4;0.64;;39;0.043;0.68;0.2;;0.053;150;0.66;17;16;0.23;0.62;0.83;0.018;0.015;0.72;0.62
37027;5;16;0.025;0.4;0.63;;39;0.047;0.76;0.097;;0.04;150;0.66;16;6.4;0.23;0.62;0.72;0.012;0.009;1.1;1
37028;12;2.1;0.034;0.88;0.63;;37;0.025;0.71;0.17;;0.07;170;0.64;14;8.9;0.23;0.55;0.68;0.03;0.023;0.87;0.86
37029;8;3.3;0.032;1.1;0.39;;28;0.086;0.69;0.19;;0.023;180;0.4;11;6.9;0.23;;;0;0;;
37031;72;5.8;0.34;21;0.27;13;120;0.1;0.31;0.21;;0.38;86;0.22;30;16;0.27;0.77;0.89;0.14;0.24;1;0.99
37033;10;12;0.049;2.9;0.31;5;83;0.11;0.074;0.13;;0.69;63;0.34;30;7.9;0.21;0.85;0.93;0.31;0.41;0.93;0.94
37034;91;5.2;0.71;64;0.17;;120;0.076;0.52;0.26;0.0001;0.14;190;0.31;23;19;0.27;0.74;0.84;0.036;0.057;1;1.1
37038;99;36;0.52;11;0.42;;120;0.099;0.55;0.17;0.0002;0.17;73;0.24;25;20;0.27;0.69;0.86;0.056;0.087;0.98;1
38001;1036;28;4.4;120;0.6;45;230;0.11;0.55;0.19;;0.15;150;0.56;37;65;0.29;0.71;0.85;0.057;0.077;1.2;1.1
38002;79;36;0.29;11;0.53;6.8;140;0.083;0.7;0.18;;0.035;170;0.51;35;25;0.31;0.47;0.68;0.013;0.014;0.77;0.85
38003;134;47;0.53;2.4;0.93;2;190;0.13;0.56;0.18;;0.13;130;0.72;44;32;0.3;0.66;0.84;0.043;0.065;0.86;0.78
38004;137;47;0.51;18;0.59;12;170;0.077;0.73;0.16;;0.035;160;0.47;38;30;0.3;0.51;0.71;0.013;0.015;0.83;0.9
38005;85;32;0.32;11;0.55;;140;0.084;0.7;0.18;;0.034;170;0.51;35;27;0.3;0.47;0.68;0.012;0.013;0.86;0.93
38006;148;41;0.61;23;0.58;;170;0.08;0.72;0.17;;0.036;160;0.47;39;34;0.3;0.52;0.7;0.014;0.014;0.79;0.92
38007;21;38;0.17;5.4;0.39;7;110;0.1;0.22;0.22;;0.42;340;0.35;29;7.8;0.31;0.76;0.83;0.17;0.25;0.88;0.91
38011;99;66;0.21;2.4;0.94;0.42;190;0.11;0.64;0.18;;0.073;130;0.74;43;24;0.3;0.68;0.81;0.029;0.037;1.1;1.2
38012;36;71;0.092;7.2;0.24;;140;0.093;0.24;0.2;;0.47;120;0.66;32;12;0.3;0.74;0.9;0.18;0.28;1.1;1.1
38013;71;98;0.27;19;0.64;;230;0.055;0.22;0.19;;0.53;70;0.87;40;21;0.3;0.83;0.92;0.28;0.33;0.95;0.95
38014;21;12;0.16;5.5;0.29;;130;0.13;0.19;0.24;0.001;0.43;100;0.26;48;13;0.29;0.88;0.94;0.22;0.29;0.7;0.71
38015;7;9.6;0.11;2.2;0.51;;69;0.015;0.0087;0.15;;0.82;130;0.55;12;8.3;0.29;0.9;0.94;0.51;0.67;0.99;0.99
38016;21;12;0.057;0.76;0.97;;;;;;;;;;;;;;;;;;
38017;39;88;0.084;0.47;0.97;;190;0.12;0.69;0.16;;0.025;120;0.85;48;16;0.3;0.54;0.65;0.0099;0.0083;0.79;0.93
38018;150;44;1.2;10;0.82;7;230;0.12;0.32;0.21;;0.34;93;0.69;41;47;0.3;0.8;0.91;0.16;0.2;1.3;1.3
38019;34;9;0.14;4.2;0.27;;130;0.12;0.17;0.23;0.0016;0.47;110;0.3;44;14;0.29;0.9;0.94;0.25;0.34;0.69;0.7
38020;38;17;0.22;11;0.26;7.6;120;0.12;0.55;0.17;0.0007;0.14;250;0.22;44;14;0.29;0.8;0.82;0.038;0.051;0.74;0.77
38021;42;17;0.2;7.5;0.22;7;130;0.23;0.32;0.29;0.0005;0.15;120;0.24;55;14;0.29;0.7;0.88;0.044;0.071;0.84;0.87
38022;43;11;0.46;9.9;0.48;19;140;0.097;0.037;0.14;0.0039;0.73;93;0.24;40;16;0.29;0.89;0.93;0.42;0.58;0.88;0.88
38023;1243;4.7;2.4;110;0.22;;230;0.12;0.51;0.19;0.0004;0.17;150;0.53;37;91;0.29;0.75;0.86;0.068;0.092;0.94;0.92
38024;42;15;0.29;8;0.47;;120;0.14;0.17;0.29;;0.38;110;0.48;31;14;0.29;0.83;0.91;0.16;0.21;0.64;0.68
38025;41;14;0.53;7.5;0.53;;140;0.097;0.037;0.14;0.0039;0.72;93;0.24;40;16;0.29;0.89;0.93;0.42;0.58;0.88;0.88
38026;55;43;0.28;7.7;0.42;5.4;110;0.093;0.65;0.18;;0.069;220;0.39;24;21;0.31;0.43;0.66;0.013;0.027;1.3;1.3
38027;280;26;1.4;37;0.48;;140;0.1;0.57;0.19;;0.13;190;0.49;28;49;0.31;0.66;0.8;0.042;0.064;0.72;0.73
38028;26;61;0.079;4;0.45;;120;0.16;0.52;0.21;;0.092;220;0.65;29;9.5;0.31;0.54;0.8;0.022;0.035;0.58;0.55
38029;50;67;0.14;14;0.45;;160;0.057;0.79;0.14;;0.018;190;0.45;35;16;0.29;;0.6;0.0038;0.0077;;0.82
38030;175;35;0.56;19;0.75;;150;0.11;0.59;0.17;;0.13;160;0.54;39;32;0.3;0.68;0.87;0.05;0.073;1;1.1
38031;758;29;3.2;69;0.68;;230;0.11;0.55;0.19;;0.15;140;0.59;40;63;0.3;0.73;0.87;0.063;0.082;1.2;1.2
38032;1364;8;5.5;34;0.74;;230;0.12;0.47;0.19;0.0006;0.21;140;0.51;37;93;0.29;0.8;0.89;0.1;0.13;0.72;0.72
38033;71;96;0.14;2.6;0.5;;230;0.06;0.22;0.18;;0.52;70;0.87;40;22;0.3;0.82;0.91;0.28;0.33;0.96;0.96
39001;9948;4.7;65;800;0.63;320;330;0.16;0.36;0.32;0.0045;0.14;110;0.65;42;270;0.3;0.68;0.84;0.043;0.066;0.73;0.68
39002;3445;46;29;350;0.64;150;330;0.11;0.46;0.34;0;0.072;130;0.65;37;140;0.31;0.68;0.81;0.026;0.03;0.9;0.87
39003;176;10;1.9;9.3;0.87;13;270;0.2;0.095;0.25;0.0001;0.45;330;0.76;58;32;0.31;0.25;0.89;0.25;0.36;0.62;0.68
39004;122;33;0.19;2.1;0.79;4.9;270;0.25;0.11;0.26;0.0001;0.38;350;0.85;75;24;0.33;0.69;0.84;0.14;0.23;0.63;0.73
39005;44;11;0.53;13;0.66;11;170;0.086;0.009;0.16;;0.74;350;0.48;27;16;0.29;0.87;0.93;0.38;0.5;1;1
39006;363;63;3.4;31;0.86;11;320;0.13;0.46;0.34;0;0.049;140;0.79;61;71;0.33;0.6;0.79;0.015;0.015;0.67;0.57
39007;355;42;3.2;39;0.67;22;220;0.23;0.18;0.25;0.028;0.3;350;0.63;32;36;0.32;0.68;0.87;0.066;0.13;1.1;1.1
39008;1616;60;14;100;0.67;75;330;0.11;0.45;0.35;0;0.067;130;0.69;39;97;0.32;0.67;0.82;0.024;0.027;0.97;0.99
39009;6915;21;58;280;0.7;;330;0.13;0.41;0.34;0.002;0.097;120;0.67;42;220;0.31;0.67;0.83;0.03;0.042;0.86;0.79
39010;743;34;4.1;22;0.87;10;270;0.14;0.36;0.26;0.0001;0.23;120;0.63;43;67;0.29;0.69;0.87;0.076;0.12;0.92;0.9
39011;396;48;3.3;56;0.72;26;280;0.26;0.31;0.27;0.016;0.14;11;0.8;59;50;0.35;0.56;0.8;0.024;0.053;0.75;0.8
39012;69;6.1;1.1;15;0.74;13;190;0.13;0.076;0.27;0.0001;0.51;340;0.6;32;21;0.3;0.78;0.9;0.21;0.31;0.76;0.84
39013;352;55;0.82;23;0.68;;240;0.11;0.42;0.23;;0.23;120;0.56;33;44;0.29;0.7;0.88;0.08;0.12;0.85;0.85
39014;132;62;0.43;3;0.88;1.2;240;0.095;0.51;0.2;;0.19;120;0.68;39;32;0.3;0.7;0.89;0.071;0.11;0.72;0.69
39015;45;72;0.39;2;0.94;1.3;220;0.12;0.41;0.3;0.0009;0.15;9;0.91;47;13;0.35;0.48;0.73;0.011;0.04;0.58;0.65
39016;1033;43;9.8;49;0.88;37;300;0.15;0.45;0.32;0.0012;0.05;99;0.77;55;91;0.31;0.61;0.77;0.014;0.017;0.81;0.67
39017;19;66;0.096;5.8;0.17;;190;0.17;0.37;0.41;;0.046;250;0.24;28;8.8;0.32;0.35;;0.006;0.0037;1.2;
39018;234;51;;;;10;260;0.078;0.52;0.33;;0.065;67;0.64;24;35;0.31;0.63;0.76;0.019;0.02;0.92;0.85
39019;234;76;1.8;9.5;0.97;3.5;260;0.1;0.54;0.3;0.001;0.024;130;0.84;59;35;0.32;0.49;0.67;0.005;0.0051;0.65;0.54
39020;107;100;1.4;7.3;0.93;3.6;330;0.16;0.41;0.4;;0.029;150;0.86;77;36;0.33;0.4;0.5;0.01;0.0065;1;0.96
39021;552;65;3.9;72;0.66;19;240;0.092;0.5;0.33;;0.064;140;0.59;47;67;0.3;0.67;0.8;0.024;0.024;0.92;0.94
39022;165;42;2.3;27;0.77;17;230;0.15;0.39;0.29;;0.17;32;0.59;33;32;0.33;0.61;0.83;0.045;0.087;1.2;1.2
39023;137;27;0.98;3.4;0.93;2.7;250;0.19;0.24;0.36;0.0002;0.2;130;0.8;88;27;0.3;0.66;0.82;0.07;0.11;0.75;0.74
39024;31;58;0.45;13;0.56;;170;0.44;0.098;0.16;0.0032;0.29;340;0.61;51;14;0.36;0.76;0.89;0.076;0.16;0.66;0.67
39025;148;59;1.3;27;0.53;17;300;0.24;0.29;0.38;0.0018;0.066;38;0.5;54;28;0.32;0.46;0.72;0.0094;0.02;0.91;0.93
39026;199;89;1.1;49;0.4;17;220;0.079;0.51;0.36;;0.05;160;0.41;43;32;0.3;0.55;0.75;0.013;0.016;0.85;0.73
39027;171;40;0.66;8;0.87;2.2;240;0.17;0.46;0.28;0.005;0.044;120;0.72;53;41;0.31;;0.68;0.0046;0.012;;0.68
39028;101;99;0.69;4.4;0.95;2.2;280;0.25;0.49;0.22;;0.026;59;0.77;46;19;0.31;0.53;;0.012;0.0041;1.1;
39029;59;32;0.54;4.2;0.88;2;290;0.49;0.18;0.23;0.0011;0.098;310;0.89;93;21;0.36;0.31;0.64;0.0081;0.022;0.71;0.78
39030;184;50;0.98;4.8;0.88;;250;0.17;0.36;0.25;;0.21;130;0.73;54;33;0.29;0.66;0.85;0.066;0.1;0.77;0.77
39031;176;96;1;5.7;0.98;;260;0.088;0.52;0.34;;0.019;130;0.88;66;24;0.32;;;0.0039;0.0035;;
39032;154;100;0.72;3.8;0.98;;260;0.084;0.51;0.35;;0.02;130;0.9;68;21;0.32;;;0.0039;0.0034;;
39033;49;81;0.18;1.4;0.96;0.4;230;0.12;0.67;0.17;0.0007;0.018;160;0.77;46;18;0.32;;;0.0018;0.0011;;
39034;430;60;3.8;51;0.71;21;270;0.14;0.49;0.31;;0.049;130;0.7;47;63;0.32;0.59;0.74;0.018;0.014;1;0.99
39035;124;82;0.89;4.6;0.83;3.3;300;0.18;0.35;0.38;;0.072;150;0.82;74;35;0.32;0.62;0.79;0.02;0.024;0.63;0.61
39036;16;57;0.11;0.65;0.93;0.43;260;0.54;0.15;0.24;0.0025;0.073;340;0.89;86;9;0.36;;0.6;0.001;0.0084;;1.2
39037;142;130;0.89;10;0.94;3.6;290;0.068;0.56;0.32;;0.019;96;0.96;51;29;0.34;0.47;0.67;0.011;0.0064;0.78;0.54
39038;443;58;2.8;28;0.53;24;270;0.081;0.38;0.45;0;0.089;320;0.5;35;52;0.31;0.64;0.83;0.024;0.041;1.1;1.1
39039;68;77;0.25;1.2;0.93;;250;0.19;0.31;0.4;;0.11;100;0.82;92;14;0.3;0.62;0.77;0.035;0.052;0.69;0.67
39040;185;79;1.4;10;0.7;;220;0.12;0.42;0.39;;0.036;130;0.64;20;31;0.33;0.58;0.69;0.0088;0.0079;0.85;0.85
39042;77;72;0.76;6.3;0.79;3.1;250;0.097;0.64;0.23;;0.021;160;0.86;37;35;0.33;0.5;;0.0075;0.0034;0.98;
39043;295;100;2.6;25;0.95;;290;0.092;0.52;0.32;;0.027;110;0.95;66;43;0.32;0.53;0.71;0.011;0.0082;0.87;0.71
39044;84;50;0.8;9.4;0.65;7.9;190;0.27;0.18;0.27;0.022;0.25;350;0.59;32;21;0.35;0.62;0.87;0.037;0.084;1;1
39046;3414;45;27;220;0.64;;330;0.11;0.47;0.34;0;0.071;130;0.65;37;130;0.31;0.68;0.81;0.026;0.029;0.89;0.87
39049;29;40;0.25;7.9;0.34;13;150;0.12;0.059;0.19;0.0008;0.63;170;0.18;40;10;0.29;0.86;0.93;0.31;0.4;0.8;0.81
39051;106;28;0.85;5.3;0.74;;230;0.11;0.47;0.35;;0.064;110;0.72;58;25;0.3;0.69;0.73;0.027;0.024;0.69;0.7
39052;50;46;0.4;9.5;0.46;7.8;130;0.23;0.06;0.29;0.009;0.4;340;0.35;25;14;0.29;0.7;0.89;0.12;0.24;0.86;0.87
39053;90;52;1.6;48;0.45;27;170;0.26;0.14;0.26;0.0015;0.33;10;0.46;34;18;0.36;0.73;0.89;0.091;0.19;0.92;0.84
39054;32;57;0.35;17;0.23;;150;0.21;0.17;0.33;0.0007;0.28;15;0.44;34;11;0.36;0.76;0.89;0.088;0.14;0.87;0.88
39055;18;32;0.13;4.8;0.39;4.2;110;0.035;0.016;0.19;;0.76;190;0.17;16;12;0.29;0.9;0.95;0.39;0.53;1.1;1.1
39056;120;15;0.37;8.3;0.49;15;270;0.17;0.11;0.22;0.0001;0.5;360;0.71;49;23;0.28;0.85;0.91;0.25;0.34;0.66;0.69
39057;62;23;0.51;15;0.33;12;120;0.047;0.033;0.24;;0.68;180;0.23;15;23;0.29;0.88;0.93;0.35;0.49;1;1
39058;38;17;0.28;5.1;0.55;;150;0.11;0.011;0.14;;0.74;13;0.53;31;11;0.29;0.88;0.93;0.42;0.55;0.93;0.94
39061;4;110;0.094;0.49;0.96;;240;0.11;0.28;0.5;;0.03;25;0.96;120;3.9;0.32;0.52;0.39;0.016;0.0053;0.3;0.13
39065;13;66;0.045;0.23;0.97;;230;0.087;0.38;0.49;;0.04;290;0.93;78;6.7;0.29;;0.51;0.0011;0.011;;0.27
39068;316;39;3.8;82;0.42;;240;0.22;0.2;0.35;0.0006;0.21;360;0.44;41;40;0.36;0.69;0.86;0.053;0.11;1.1;1.1
39069;142;48;2.4;66;0.38;;180;0.24;0.15;0.31;0.0012;0.28;360;0.45;30;24;0.36;0.72;0.88;0.074;0.15;0.98;0.94
39071;64;100;0.57;4.7;0.67;;220;0.2;0.52;0.25;;0.031;140;0.82;32;18;0.32;0.53;0.67;0.0069;0.0062;0.8;1.1
39072;7046;14;59;390;0.72;;330;0.13;0.41;0.34;0.002;0.1;120;0.66;41;230;0.3;0.67;0.83;0.033;0.046;0.81;0.75
39073;84;110;0.78;4.4;0.91;;300;0.22;0.34;0.39;;0.049;160;0.84;95;23;0.33;0.43;0.59;0.0065;0.0076;0.74;0.78
39074;74;78;0.74;7.9;0.73;;250;0.09;0.54;0.33;;0.031;150;0.74;29;27;0.32;0.46;0.63;0.0098;0.0066;0.73;0.67
39076;296;91;2.5;26;0.83;;320;0.14;0.47;0.35;0;0.033;130;0.82;68;49;0.33;0.47;0.69;0.0089;0.0073;0.88;0.8
39077;59;120;0.34;3.7;0.95;;280;0.072;0.51;0.35;;0.021;110;0.97;72;17;0.33;0.46;;0.0074;0.0045;0.88;
39078;191;64;0.81;16;0.73;;250;0.15;0.48;0.29;0.0003;0.073;64;0.86;55;40;0.35;0.57;0.76;0.013;0.029;0.67;0.8
39079;1008;9.2;7.4;69;0.66;;290;0.3;0.23;0.27;0.021;0.16;360;0.72;55;100;0.34;0.59;0.81;0.032;0.068;0.76;0.78
39081;234;51;1.6;26;0.65;10;260;0.076;0.53;0.32;;0.063;58;0.62;24;34;0.31;0.63;0.76;0.019;0.018;0.94;0.91
39084;36;41;0.34;13;0.34;;150;0.1;0.051;0.24;0;0.6;190;0.22;46;14;0.29;0.86;0.93;0.33;0.44;0.8;0.8
39085;176;11;1.6;6.1;0.81;;270;0.2;0.095;0.25;0.0001;0.45;340;0.82;63;32;0.31;0.77;0.88;0.19;0.3;0.66;0.73
39086;34;55;0.73;12;0.61;9.8;170;0.42;0.094;0.16;0.0032;0.32;340;0.6;48;16;0.36;0.75;0.89;0.077;0.17;0.72;0.67
39087;84;76;1.4;23;0.57;;210;0.056;0.18;0.46;;0.28;10;0.39;27;21;0.34;0.79;0.9;0.12;0.17;1.1;1.1
